Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize,Customer Key,Customer Number,Original Name,Source,Last Billing Date (Any Stream)
Perfection Services,PERFECTION SERVICES,Unknown / Needs Review,Services (internal brand),2382,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,TRUE,8,PERFWMECH_GP,PERFW,"Perfection Services, Wv",MECH_GP,2022-08-01 00:00:00
Perfection Services,PERFECTION SERVICES,Unknown / Needs Review,Services (internal brand),2382,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,TRUE,8,PERFCMECH_GP,PERFC,"Perfection Services,Central Ky",MECH_GP,2019-06-01 00:00:00
Peterson,PETERSON,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'The Peterson Company, Llc')",,,FALSE,1,THEPETERSONCOMECH_GP,THEPETERSONCO,"The Peterson Company, Llc",MECH_GP,2026-01-01 00:00:00
Petria Lowenstine,PETRIA LOWENSTINE,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,CN992184SERV_GP,CN992184,Petria Lowenstine,SERV_GP,2024-06-20 00:00:00
Phillips Edison and,PHILLIPS EDISON AND,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Phillips Edison & Company'),,,FALSE,1,CN991002SERV_GP,CN991002,Phillips Edison & Company,SERV_GP,2026-01-01 00:00:00
Pioneer Vocational Industrial Services,PIONEER VOCATIONAL INDUSTRIAL SERVICES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Pioneer Vocational Industrial Services Inc'),,,FALSE,1,LX990485SERV_GP,LX990485,Pioneer Vocational Industrial Services Inc,SERV_GP,2025-01-17 00:00:00
Pitt and Frank,PITT AND FRANK,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,LV990148SERV_GP,LV990148,Pitt & Frank,SERV_GP,2023-02-01 00:00:00
Planet Xchange,PLANET XCHANGE,Commercial Services,Recycling/IT? (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN992177SERV_GP,TN992177,Planet Xchange Inc,SERV_GP,2024-07-10 00:00:00
Pointe at Lifespring,POINTE AT LIFESPRING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'The Pointe At Lifespring'),,,FALSE,1,TN992063SERV_GP,TN992063,The Pointe At Lifespring,SERV_GP,2025-11-13 00:00:00
Powerhouse Now Central Region,POWERHOUSE NOW CENTRAL REGION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Powerhouse Now - Central Region'),,,FALSE,1,LV990517SERV_GP,LV990517,Powerhouse Now - Central Region,SERV_GP,2025-12-01 00:00:00
Pro Oncall Technologies,PRO ONCALL TECHNOLOGIES,Commercial Services,IT/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,CN950244SERV_GP,CN950244,Pro Oncall Technologies,SERV_GP,2025-11-01 00:00:00
Profile By Sanford,PROFILE BY SANFORD,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Profile By Sanford'),,,FALSE,1,TN991743SERV_GP,TN991743,Profile By Sanford,SERV_GP,2022-03-04 00:00:00
Promotion,PROMOTION,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN992038SERV_GP,TN992038,Promotion Llc,SERV_GP,2021-04-05 00:00:00
Prospiant,PROSPIANT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Prospiant'),,,FALSE,1,CN992377SERV_GP,CN992377,Prospiant,SERV_GP,2025-11-19 00:00:00
Prudent Growth Operation,PRUDENT GROWTH OPERATION,Commercial Real Estate,Investment/property (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,DY991130SERV_GP,DY991130,Prudent Growth Operation,SERV_GP,2025-10-23 00:00:00
Quality Controls,QUALITY CONTROLS,Commercial Services,QA/testing services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,CN990013SERV_GP,CN990013,Quality Controls Inc,SERV_GP,2024-05-21 00:00:00
Quality Industries Dba Anchor Fabrication TN,QUALITY INDUSTRIES DBA ANCHOR FABRICATION TN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Quality Industries Dba Anchor Fabrication Tn'),,,FALSE,1,NV15012SERV_GP,NV15012,Quality Industries Dba Anchor Fabrication Tn,SERV_GP,2023-12-08 00:00:00
Quandell Group,QUANDELL GROUP,Commercial Services,Construction services/engineering (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,QUANDELL GROUPMECH_GP,QUANDELL GROUP,"Quandell Group, Inc.",MECH_GP,2006-12-01 00:00:00
Questar,QUESTAR,Commercial Services,Ambiguous (utilities/telecom?),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,CN992067SERV_GP,CN992067,Questar,SERV_GP,2025-09-26 00:00:00
Ra Phillips Industries,RA PHILLIPS INDUSTRIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ra Phillips Industries Inc'),,,FALSE,1,CN992345SERV_GP,CN992345,Ra Phillips Industries Inc,SERV_GP,2025-07-01 00:00:00
Ramsey Pike,RAMSEY PIKE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ramsey Pike Llc'),,,FALSE,1,WV990309SERV_GP,WV990309,Ramsey Pike Llc,SERV_GP,2025-10-14 00:00:00
Ramseys,RAMSEYS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ramsey'S'),,,FALSE,1,LX990430SERV_GP,LX990430,Ramsey'S,SERV_GP,2023-08-08 00:00:00
Reececampbell,REECECAMPBELL,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,REECMECH_GP,REEC,"Reece-Campbell, Inc.",MECH_GP,2010-07-01 00:00:00
Reinhart Food Service Johnson City,REINHART FOOD SERVICE JOHNSON CITY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Reinhart Food Service Johnson City'),,,FALSE,1,TN991868SERV_GP,TN991868,Reinhart Food Service Johnson City,SERV_GP,2020-12-01 00:00:00
Reinhart Foodservice,REINHART FOODSERVICE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Reinhart Foodservice Llc'),,,FALSE,1,TN991865SERV_GP,TN991865,Reinhart Foodservice Llc,SERV_GP,2025-11-01 00:00:00
Rejay Group,REJAY GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rejay Group Llc'),,,FALSE,1,TN992107SERV_GP,TN992107,Rejay Group Llc,SERV_GP,2022-09-28 00:00:00
Resistatemps,RESISTATEMPS,Commercial Services,Products/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,IN990138SERV_GP,IN990138,Resista-Temps,SERV_GP,2023-04-01 00:00:00
Rgbs Enterprises,RGBS ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,RGBSMECH_GP,RGBS,"Rgbs Enterprises, Inc.",MECH_GP,2017-03-01 00:00:00
Rich Products Gallatin,RICH PRODUCTS GALLATIN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rich Products Gallatin'),,,FALSE,1,NV15084SERV_GP,NV15084,Rich Products Gallatin,SERV_GP,2026-01-01 00:00:00
Richmond Auto Parts Technology,RICHMOND AUTO PARTS TECHNOLOGY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Richmond Auto Parts Technology Inc'),,,FALSE,1,LX990367SERV_GP,LX990367,Richmond Auto Parts Technology Inc,SERV_GP,2025-10-09 00:00:00
Ridge K,RIDGE K,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Ridge K, Llc')",,,FALSE,1,RIDGE K LLCMECH_GP,RIDGE K LLC,"Ridge K, Llc",MECH_GP,2011-03-01 00:00:00
Riverside Industrial,RIVERSIDE INDUSTRIAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Riverside Industrial Inc'),,,FALSE,1,CN990949SERV_GP,CN990949,Riverside Industrial Inc,SERV_GP,2022-11-15 00:00:00
Rivian,RIVIAN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rivian'),,,FALSE,1,LV990437SERV_GP,LV990437,Rivian,SERV_GP,2024-12-06 00:00:00
Robert W Baird and,ROBERT W BAIRD AND,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Robert W. Baird & Co., Inc')",,,FALSE,1,DY991060SERV_GP,DY991060,"Robert W. Baird & Co., Inc",SERV_GP,2025-09-01 00:00:00
Rockquest,ROCKQUEST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rockquest'),,,FALSE,1,CN992098SERV_GP,CN992098,Rockquest,SERV_GP,2020-12-06 00:00:00
Rocktenn,ROCKTENN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rock-Tenn Company'),,,FALSE,1,LX980046SERV_GP,LX980046,Rock-Tenn Company,SERV_GP,2024-12-01 00:00:00
Rocky Top Nutrition Billing,ROCKY TOP NUTRITION BILLING,Commercial Services,Retail/health services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN992009SERV_GP,TN992009,Rocky Top Nutrition - Billing,SERV_GP,2021-06-16 00:00:00
Royal Services,ROYAL SERVICES,Commercial Services,Services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,LX990371SERV_GP,LX990371,Royal Services,SERV_GP,2025-10-01 00:00:00
Sakscom,SAKSCOM,Commercial Services,E-commerce/retail ops (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,NV00147SERV_GP,NV00147,Saks.Com,SERV_GP,2023-04-01 00:00:00
Sams Club FC9475,SAMS CLUB FC9475,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Sam'S Club Fc9475'),,,FALSE,1,DY990980SERV_GP,DY990980,Sam'S Club Fc9475,SERV_GP,2023-03-31 00:00:00
Sandpiper Data Systems,SANDPIPER DATA SYSTEMS,Commercial Services,IT/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,SANDPIPERMECH_GP,SANDPIPER,Sandpiper Data Systems,MECH_GP,2013-12-01 00:00:00
Satco,SATCO,Manufacturing,Lighting products (ambiguous entity),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,2,CN992040SERV_GP,CN992040,Satco,SERV_GP,2026-01-01 00:00:00
Satco,SATCO,Manufacturing,Lighting products (ambiguous entity),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,2,LV990411SERV_GP,LV990411,Satco,SERV_GP,2022-01-31 00:00:00
Savor Seasonings,SAVOR SEASONINGS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Savor Seasonings'),,,FALSE,1,CN991811SERV_GP,CN991811,Savor Seasonings,SERV_GP,2022-07-02 00:00:00
Scenic Industries,SCENIC INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN992227SERV_GP,TN992227,"Scenic Industries, Llc",SERV_GP,2025-08-11 00:00:00
Schaad Companies,SCHAAD COMPANIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Schaad Companies'),,,TRUE,2,TN992209SERV_GP,TN992209,"Schaad Commercial Investments, Sci",SERV_GP,2025-04-30 00:00:00
Schaad Companies,SCHAAD COMPANIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Schaad Companies'),,,TRUE,2,TN992056SERV_GP,TN992056,Schaad Companies,SERV_GP,2025-12-15 00:00:00
Schumacher Dugan,SCHUMACHER DUGAN,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,CN930068SERV_GP,CN930068,Schumacher Dugan,SERV_GP,2025-09-01 00:00:00
Sci,SCI,Commercial Services,Ambiguous acronym,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN992216SERV_GP,TN992216,Sci C/O Nai Koella Rm Moore,SERV_GP,2026-01-01 00:00:00
Scos,SCOS,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN992202SERV_GP,TN992202,Scos C/O Nai,SERV_GP,2025-12-09 00:00:00
Serta Simmons Bedding,SERTA SIMMONS BEDDING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Serta Simmons Bedding'),,,FALSE,1,CN991820SERV_GP,CN991820,Serta Simmons Bedding,SERV_GP,2025-07-01 00:00:00
Sew Eurodrive,SEW EURODRIVE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Sew Eurodrive'),,,FALSE,1,DY991134SERV_GP,DY991134,Sew Eurodrive,SERV_GP,2024-12-05 00:00:00
Shares,SHARES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,IN990510SERV_GP,IN990510,Shares Inc,SERV_GP,2025-08-26 00:00:00
Sherwood Midwest,SHERWOOD MIDWEST,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Sherwood Midwest, Llc')",,,FALSE,1,CN991901SERV_GP,CN991901,"Sherwood Midwest, Llc",SERV_GP,2025-09-01 00:00:00
Shook,SHOOK,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Shook, Inc.')",,,FALSE,1,"SHOOK, INC.MECH_GP","SHOOK, INC.","Shook, Inc.",MECH_GP,2007-01-01 00:00:00
Shoot Point Blank,SHOOT POINT BLANK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Shoot Point Blank'),,,TRUE,2,CN991481SERV_GP,CN991481,Shoot Point Blank,SERV_GP,2021-04-06 00:00:00
Shoot Point Blank,SHOOT POINT BLANK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Shoot Point Blank'),,,TRUE,2,DY990934SERV_GP,DY990934,Shoot Point Blank,SERV_GP,2021-03-01 00:00:00
Singleton Companies,SINGLETON COMPANIES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,IN990419SERV_GP,IN990419,Singleton Companies,SERV_GP,2025-10-17 00:00:00
Skico,SKICO,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,LX990444SERV_GP,LX990444,Skico Llc,SERV_GP,2023-05-03 00:00:00
Sl Tennessee,SL TENNESSEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN991231SERV_GP,TN991231,Sl Tennessee Llc,SERV_GP,2025-01-14 00:00:00
Smobee,SMOBEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,LX990434SERV_GP,LX990434,Smobee,SERV_GP,2023-05-16 00:00:00
Solid Blend Technologies,SOLID BLEND TECHNOLOGIES,Commercial Services,Industrial services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,DY991026SERV_GP,DY991026,Solid Blend Technologies,SERV_GP,2021-09-29 00:00:00
Soltech,SOLTECH,Commercial Services,Technology/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,SOL-TECHMECH_GP,SOL-TECH,Sol-Tech,MECH_GP,2013-02-01 00:00:00
South Western Communications,SOUTH WESTERN COMMUNICATIONS,Commercial Services,Telecom/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,SOU001SERV_GP,SOU001,South Western Communications,SERV_GP,2025-11-01 00:00:00
Southern Tennesee Regional,SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,4,NV15111SERV_GP,NV15111,South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,SERV_GP,2025-12-10 00:00:00
Southern Tennesee Regional,SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,4,NV15113SERV_GP,NV15113,South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,SERV_GP,2025-12-10 00:00:00
Southern Tennesee Regional,SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,4,NV15114SERV_GP,NV15114,South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,SERV_GP,2025-12-10 00:00:00
Southern Tennesee Regional,SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,4,NV15110SERV_GP,NV15110,South Tn Regional Sewanee C/O Jones Lang Lasalle Americas Inc,SERV_GP,2025-12-09 00:00:00
Spohn Global Enterprises,SPOHN GLOBAL ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,IN990350SERV_GP,IN990350,Spohn Global Enterprises Llc,SERV_GP,2022-01-14 00:00:00
Sssb,SSSB,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,NV15088SERV_GP,NV15088,Sssb Llc,SERV_GP,2025-09-01 00:00:00
Step Resources,STEP RESOURCES,Commercial Services,Energy/resources (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,STEPMECH_GP,STEP,Step Resources,MECH_GP,2010-12-01 00:00:00
Stoermeranderson,STOERMERANDERSON,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Stoermer-Anderson, Inc')",,,FALSE,1,STOERMER ANDERSMECH_GP,STOERMER ANDERS,"Stoermer-Anderson, Inc",MECH_GP,2016-03-01 00:00:00
Stratford,STRATFORD,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,IN990359SERV_GP,IN990359,The Stratford,SERV_GP,2021-02-01 00:00:00
Sumlex Investments,SUMLEX INVESTMENTS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Sumlex Investments Llc'),,,FALSE,1,SUMLEXMECH_GP,SUMLEX,Sumlex Investments Llc,MECH_GP,2007-03-01 00:00:00
Summit Express Powell,SUMMIT EXPRESS POWELL,Commercial Services,Retail/service location (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN991964SERV_GP,TN991964,Summit Express - Powell,SERV_GP,2025-12-09 00:00:00
Sunbelt Rentals 1466,SUNBELT RENTALS 1466,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Sunbelt Rentals, Inc #1466')",,,FALSE,1,WV990280SERV_GP,WV990280,"Sunbelt Rentals, Inc #1466",SERV_GP,2025-11-06 00:00:00
Swaggertys Sausage,SWAGGERTYS SAUSAGE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Swaggertys Sausage Co Inc'),,,FALSE,1,TN992234SERV_GP,TN992234,Swaggertys Sausage Co Inc,SERV_GP,2025-11-01 00:00:00
Systecon,SYSTECON,Commercial Services,Consulting/engineering (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,SYSTECONMECH_GP,SYSTECON,Systecon,MECH_GP,2025-08-01 00:00:00
T Rex Arms,T REX ARMS,Commercial Services,Retail (ambiguous),,AI Analyst Research,Queued,Low,Queued for AI analyst research,Hospitality,,FALSE,1,NV00115SERV_GP,NV00115,T Rex Arms,SERV_GP,2021-04-21 00:00:00
Tallulah,TALLULAH,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tallulah Llc'),,,FALSE,1,TN991741SERV_GP,TN991741,Tallulah Llc,SERV_GP,2025-12-01 00:00:00
Tammie Price,TAMMIE PRICE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tammie Price'),,,FALSE,1,TN992059SERV_GP,TN992059,Tammie Price,SERV_GP,2021-07-20 00:00:00
Tamsah Enterprises,TAMSAH ENTERPRISES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tamsah Enterprises'),,,FALSE,1,TAMSAHMECH_GP,TAMSAH,Tamsah Enterprises,MECH_GP,2010-11-01 00:00:00
Taylored Fmi,TAYLORED FMI,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Taylored Fmi Llc.'),,,FALSE,1,LV990365SERV_GP,LV990365,Taylored Fmi Llc.,SERV_GP,2020-12-01 00:00:00
Techmah Cmf,TECHMAH CMF,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,TN992150SERV_GP,TN992150,Techmah Cmf Llc,SERV_GP,2025-01-02 00:00:00
Tenbarge,TENBARGE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,IN990502SERV_GP,IN990502,Tenbarge,SERV_GP,2025-06-01 00:00:00
Tera Data,TERA DATA,Commercial Services,Technology (unclear entity string),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,CN991345SERV_GP,CN991345,Tera Data,SERV_GP,2025-11-04 00:00:00
Teresa Taylor,TERESA TAYLOR,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Teresa Taylor'),,,FALSE,1,TN991843SERV_GP,TN991843,Teresa Taylor,SERV_GP,2025-05-21 00:00:00
Thermatronx,THERMATRONX,Manufacturing,Industrial equipment (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1,THERMA-TRON-XMECH_GP,THERMA-TRON-X,"Therma-Tron-X, Inc",MECH_GP,2018-11-01 00:00:00
Thoma and Sutton Ofc,THOMA AND SUTTON OFC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Thoma & Sutton Corporation Ofc'),,,FALSE,1,THOMA & SUTTONMECH_GP,THOMA & SUTTON,Thoma & Sutton Corporation Ofc,MECH_GP,2005-11-01 00:00:00
Thomas Clark Solutions,THOMAS CLARK SOLUTIONS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Thomas Clark Solutions Llc'),,,FALSE,1,LX990472SERV_GP,LX990472,Thomas Clark Solutions Llc,SERV_GP,2025-11-01 00:00:00
Thoth,THOTH,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Thoth Llc'),,,FALSE,1,TN992225SERV_GP,TN992225,Thoth Llc,SERV_GP,2025-08-08 00:00:00
Three Bond International,THREE BOND INTERNATIONAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Three Bond International Inc.'),,,FALSE,1,CN991395SERV_GP,CN991395,Three Bond International Inc.,SERV_GP,2026-01-08 00:00:00
Tipton Interest,TIPTON INTEREST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tipton Interest Inc'),,,TRUE,2,TIPTMECH_GP,TIPT,Tipton Interest Inc,MECH_GP,2025-11-01 00:00:00
Tipton Interest,TIPTON INTEREST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tipton Interest Inc'),,,TRUE,2,CN990421SERV_GP,CN990421,Tipton Interests,SERV_GP,2025-12-26 00:00:00
Tipton Mills Foods,TIPTON MILLS FOODS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tipton Mills Foods Llc'),,,FALSE,1,IN990365SERV_GP,IN990365,Tipton Mills Foods Llc,SERV_GP,2022-05-11 00:00:00
Tolsma Legacy Trust,TOLSMA LEGACY TRUST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tolsma Legacy Trust'),,,FALSE,1,TN992211SERV_GP,TN992211,Tolsma Legacy Trust,SERV_GP,2025-06-30 00:00:00
Tomz,TOMZ,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tomz Corp'),,,FALSE,1,IN990399SERV_GP,IN990399,Tomz Corp,SERV_GP,2024-12-02 00:00:00
Top Seed Tennis Club,TOP SEED TENNIS CLUB,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Top Seed Tennis Club'),,,FALSE,1,LX990363SERV_GP,LX990363,Top Seed Tennis Club,SERV_GP,2025-06-04 00:00:00
Topy America,TOPY AMERICA,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Topy America, Inc.')",,,FALSE,1,LX950048SERV_GP,LX950048,"Topy America, Inc.",SERV_GP,2025-12-17 00:00:00
Town and Country Industries,TOWN AND COUNTRY INDUSTRIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Town & Country Industries'),,,FALSE,1,NV00171SERV_GP,NV00171,Town & Country Industries,SERV_GP,2025-12-09 00:00:00
Toyo Automotive Parts USA,TOYO AUTOMOTIVE PARTS USA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Toyo Automotive Parts Usa Inc'),,,FALSE,1,NV00134SERV_GP,NV00134,Toyo Automotive Parts Usa Inc,SERV_GP,2023-11-14 00:00:00
Toyota Tsusho,TOYOTA TSUSHO,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Toyota Tsusho'),,,TRUE,2,TN200302SERV_GP,TN200302,Toyota Tsusho,SERV_GP,2025-12-17 00:00:00
Toyota Tsusho,TOYOTA TSUSHO,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Toyota Tsusho'),,,TRUE,2,TN991893SERV_GP,TN991893,"Toyota Tsusho Nexty Electronics America, Inc. (Ttnea)",SERV_GP,2026-01-06 00:00:00
Trade Mark Industrial,TRADE MARK INDUSTRIAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Trade Mark Industrial Llc'),,,FALSE,1,LX990254SERV_GP,LX990254,Trade Mark Industrial Llc,SERV_GP,2025-10-01 00:00:00
